id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,username
9056,0.74,0.85,2,189,3,0,0,0,support,low,U09056
9057,0.75,0.82,4,143,2,0,0,0,support,low,U09057
9058,0.78,0.84,4,173,3,0,0,0,support,low,U09058
9059,0.18,0.95,6,248,3,0,0,0,support,low,U09059
9060,0.8,0.84,3,186,6,0,0,0,support,low,U09060
9061,0.89,0.64,5,191,3,0,0,0,support,low,U09061
9062,0.84,0.5,3,227,2,0,0,0,support,low,U09062
9063,0.64,0.38,2,269,5,0,0,0,technical,low,U09063
9064,0.53,0.82,3,254,3,1,0,0,technical,low,U09064
9065,0.15,0.66,4,180,4,0,0,0,technical,low,U09065
9066,0.66,0.62,3,144,3,0,0,0,management,low,U09066
9067,0.49,0.78,5,137,3,1,0,0,IT,low,U09067
9068,0.78,0.72,3,223,4,0,0,0,IT,low,U09068
9069,0.39,0.75,5,286,5,0,0,0,IT,low,U09069
9070,0.9,0.83,3,151,3,0,0,0,IT,low,U09070
9071,0.96,0.74,5,244,2,1,0,0,IT,low,U09071
9072,0.63,0.81,4,216,4,0,0,0,product_mng,medium,U09072
9073,0.63,0.74,4,173,3,0,0,0,product_mng,medium,U09073
9074,0.89,0.81,3,186,3,0,0,0,product_mng,medium,U09074
9075,0.93,0.57,2,205,4,1,0,0,product_mng,medium,U09075
9076,0.87,0.59,4,202,3,0,0,0,IT,medium,U09076
9077,0.56,0.53,3,189,3,0,0,0,RandD,medium,U09077
9078,0.97,0.55,4,181,5,1,0,0,RandD,medium,U09078
9079,0.61,0.51,3,207,3,0,0,0,RandD,medium,U09079
9080,0.73,0.46,4,240,4,1,0,0,RandD,medium,U09080
9081,0.61,0.69,2,164,2,0,0,0,RandD,medium,U09081
9082,0.99,0.71,4,212,2,0,0,0,marketing,medium,U09082
9083,0.57,0.75,4,151,2,0,0,0,sales,medium,U09083
9084,0.74,0.96,4,197,3,0,0,0,accounting,high,U09084
9085,0.86,0.61,5,265,3,0,0,0,support,low,U09085
9086,0.68,0.72,4,274,3,0,0,0,technical,medium,U09086
9087,0.66,0.63,3,201,4,0,0,0,management,medium,U09087
9088,0.86,0.89,3,250,2,0,0,0,marketing,medium,U09088
9089,0.85,0.78,3,165,4,0,0,0,marketing,medium,U09089
9090,0.98,0.53,5,186,3,0,0,0,marketing,low,U09090
9091,0.14,0.73,5,273,4,1,0,0,sales,low,U09091
9092,0.2,0.54,5,162,6,0,0,0,sales,low,U09092
9093,0.9,0.97,3,141,3,0,0,0,sales,low,U09093
9094,0.51,0.96,5,268,4,0,0,0,sales,low,U09094
9095,0.63,0.77,3,176,2,1,0,0,sales,low,U09095
9096,0.83,0.88,3,223,3,1,0,0,sales,low,U09096
9097,0.67,0.72,4,218,2,1,0,0,sales,low,U09097
9098,0.96,0.52,4,228,3,0,0,0,sales,low,U09098
9099,0.69,0.75,3,204,3,0,0,0,sales,low,U09099
9100,0.69,0.9,4,148,2,0,0,0,sales,low,U09100
9101,0.64,0.94,3,221,2,0,0,0,sales,low,U09101
9102,0.62,0.48,4,271,3,0,0,0,sales,low,U09102
9103,0.55,0.75,3,191,3,0,0,0,sales,low,U09103
9104,0.98,0.51,4,223,2,0,0,0,sales,low,U09104
9105,0.83,0.78,5,250,2,1,0,0,sales,low,U09105
9106,0.73,0.77,3,230,2,0,0,0,sales,low,U09106
9107,0.58,0.86,3,226,2,0,0,0,sales,low,U09107
9108,0.52,0.67,4,182,3,0,0,0,sales,medium,U09108
9109,0.91,0.7,3,195,3,0,0,0,sales,medium,U09109
9110,0.72,0.64,3,231,2,0,0,0,accounting,medium,U09110
9111,0.7,0.74,3,224,3,0,0,0,accounting,medium,U09111
9112,0.86,0.92,4,229,4,0,0,0,accounting,medium,U09112
9113,0.82,0.57,2,158,3,1,0,0,hr,medium,U09113
9114,0.83,0.78,4,242,3,1,0,0,hr,medium,U09114
9115,0.99,0.64,3,183,3,0,0,0,hr,medium,U09115
9116,0.88,0.58,5,213,4,0,0,0,hr,medium,U09116
9117,0.68,0.74,4,263,2,1,0,0,technical,medium,U09117
9118,0.9,0.49,3,237,2,0,0,0,technical,medium,U09118
9119,0.59,0.67,6,126,3,0,0,0,technical,medium,U09119
9120,0.76,0.71,6,168,2,0,0,0,technical,high,U09120
9121,0.23,0.63,5,151,4,1,0,0,technical,low,U09121
9122,0.8,0.85,4,239,3,0,0,0,technical,medium,U09122
9123,0.62,0.49,4,174,3,0,0,0,technical,medium,U09123
9124,0.28,0.46,5,277,6,0,0,0,technical,medium,U09124
9125,0.81,0.97,3,133,3,0,0,0,technical,medium,U09125
9126,0.64,0.91,4,150,3,0,0,0,technical,low,U09126
9127,0.76,0.6,5,244,3,1,0,0,technical,low,U09127
9128,0.79,0.87,3,232,2,0,0,0,support,low,U09128
9129,0.72,0.91,3,267,2,0,0,0,support,low,U09129
9130,0.22,0.59,5,162,2,0,0,0,support,low,U09130
9131,0.18,0.73,5,228,5,0,0,0,support,low,U09131
9132,0.91,0.49,2,180,3,0,0,0,support,low,U09132
9133,0.69,0.63,2,252,3,0,0,0,support,low,U09133
9134,0.91,0.66,5,212,3,0,0,0,support,low,U09134
9135,0.67,0.84,4,224,3,0,0,0,support,low,U09135
9136,0.98,0.62,2,240,3,1,0,0,support,low,U09136
9137,0.69,0.62,4,183,4,0,0,0,support,low,U09137
9138,0.96,0.74,5,160,5,1,0,0,support,low,U09138
9139,0.69,0.68,4,225,3,0,0,0,technical,low,U09139
9140,0.65,0.68,3,268,2,1,0,0,technical,low,U09140
9141,0.7,0.75,3,221,3,0,0,0,technical,low,U09141
9142,0.48,0.94,3,173,2,0,0,0,management,low,U09142
9143,0.48,0.51,4,103,4,0,0,0,IT,low,U09143
9144,0.16,0.89,4,196,3,1,0,0,IT,low,U09144
9145,0.72,0.97,3,239,3,0,0,0,IT,low,U09145
9146,0.91,0.71,3,171,2,0,0,0,IT,low,U09146
9147,0.74,0.54,3,243,3,0,0,0,IT,medium,U09147
9148,0.56,0.56,2,153,2,0,0,0,product_mng,medium,U09148
9149,0.56,0.41,6,142,3,0,0,0,product_mng,medium,U09149
9150,0.88,0.55,5,168,2,0,0,0,product_mng,medium,U09150
9151,0.86,0.9,5,180,4,0,0,0,product_mng,medium,U09151
9152,0.66,0.84,4,186,3,0,0,0,IT,medium,U09152
9153,0.41,0.45,3,236,2,0,0,0,RandD,medium,U09153
9154,0.68,0.83,5,267,3,0,0,0,RandD,medium,U09154
9155,0.59,0.47,3,129,2,0,0,0,RandD,medium,U09155
9156,0.52,0.78,3,181,3,0,0,0,RandD,medium,U09156
9157,0.3,0.54,2,99,2,0,0,0,RandD,medium,U09157
9158,0.44,0.67,5,170,3,1,0,0,marketing,medium,U09158
9159,0.75,0.64,3,195,3,0,0,0,sales,high,U09159
9160,0.23,0.94,4,149,6,0,0,0,accounting,low,U09160
9161,0.34,0.46,6,132,2,0,0,0,support,medium,U09161
9162,0.52,0.59,3,164,3,0,0,0,technical,medium,U09162
9163,0.79,0.83,4,250,2,0,0,0,management,medium,U09163
9164,0.5,0.77,3,204,2,0,0,0,marketing,medium,U09164
9165,0.89,0.65,3,210,3,0,0,0,marketing,low,U09165
9166,0.84,0.52,6,98,3,0,0,0,marketing,low,U09166
9167,0.26,0.47,3,241,4,0,0,0,sales,low,U09167
9168,0.57,0.96,5,203,4,0,0,0,sales,low,U09168
9169,0.14,0.99,3,257,4,1,0,0,sales,low,U09169
9170,0.94,0.62,5,201,2,0,0,0,sales,low,U09170
9171,0.3,0.58,2,124,3,0,0,0,sales,low,U09171
9172,0.29,0.43,6,175,3,0,0,0,sales,low,U09172
9173,0.82,0.75,3,161,3,0,0,0,sales,low,U09173
9174,0.62,0.75,4,183,4,1,0,0,sales,low,U09174
9175,0.64,0.99,5,262,5,0,0,0,sales,low,U09175
9176,0.17,0.52,4,184,4,0,0,0,sales,low,U09176
9177,0.75,0.56,3,207,3,0,0,0,sales,low,U09177
9178,0.49,0.73,4,185,3,0,0,0,sales,low,U09178
9179,0.84,0.58,4,180,2,0,0,0,sales,low,U09179
9180,0.48,0.96,4,224,2,1,0,0,sales,low,U09180
9181,0.54,0.53,3,184,3,0,0,0,sales,low,U09181
9182,0.76,0.99,5,252,3,1,0,0,sales,low,U09182
9183,0.77,0.84,4,196,3,0,0,0,sales,low,U09183
9184,0.95,0.97,4,203,2,0,0,0,sales,low,U09184
9185,0.72,0.83,4,181,3,0,0,0,sales,low,U09185
9186,0.74,0.67,4,148,3,0,0,0,accounting,medium,U09186
9187,0.9,0.55,4,211,3,0,0,0,accounting,medium,U09187
9188,0.67,0.55,3,246,3,0,0,0,accounting,medium,U09188
9189,0.97,0.55,4,258,3,0,0,0,hr,medium,U09189
9190,0.55,0.59,3,231,4,0,0,0,hr,medium,U09190
9191,0.32,0.95,2,184,5,0,0,0,hr,medium,U09191
9192,0.4,0.42,3,146,2,1,0,0,hr,medium,U09192
9193,0.66,0.54,2,136,2,0,0,0,technical,low,U09193
9194,0.7,0.77,4,266,2,0,0,0,technical,low,U09194
9195,0.69,0.89,2,220,3,0,0,0,technical,low,U09195
9196,0.72,0.57,2,248,2,0,0,0,technical,low,U09196
9197,0.21,0.65,3,183,3,0,0,0,technical,low,U09197
9198,0.91,0.9,3,169,3,0,0,0,technical,low,U09198
9199,0.72,0.71,3,132,2,1,0,0,technical,low,U09199
9200,0.96,0.72,3,197,3,0,0,0,technical,low,U09200
9201,1,0.89,4,152,3,0,0,0,technical,low,U09201
9202,0.63,0.51,3,126,6,0,0,0,technical,low,U09202
9203,0.24,0.74,6,106,5,0,0,0,technical,low,U09203
9204,0.44,0.38,4,128,2,0,0,0,support,low,U09204
9205,0.92,0.57,3,191,3,0,0,0,support,low,U09205
9206,0.51,0.51,4,189,3,0,0,0,support,low,U09206
9207,0.77,0.71,5,141,3,0,0,0,support,low,U09207
9208,0.8,0.97,4,220,3,0,0,0,support,low,U09208
9209,0.84,0.46,5,118,3,0,0,0,support,low,U09209
9210,0.91,0.88,5,223,3,0,0,0,support,low,U09210
9211,0.64,0.61,3,263,3,0,0,0,support,low,U09211
9212,0.15,0.59,5,209,4,1,0,0,support,medium,U09212
9213,0.74,0.58,4,193,3,0,0,0,support,medium,U09213
9214,0.94,0.78,4,211,3,0,0,0,support,medium,U09214
9215,0.57,0.58,3,192,3,0,0,0,technical,medium,U09215
9216,0.92,0.63,5,156,3,0,0,0,technical,medium,U09216
9217,0.76,0.54,5,278,2,1,0,0,technical,medium,U09217
9218,0.73,0.92,3,199,3,1,0,0,management,medium,U09218
9219,0.24,0.6,2,194,6,0,0,0,IT,medium,U09219
9220,0.42,0.47,2,125,4,0,0,0,IT,medium,U09220
9221,0.92,0.82,4,96,4,0,0,0,IT,medium,U09221
9222,0.92,0.94,3,234,2,1,0,0,IT,medium,U09222
9223,0.68,0.55,6,181,3,0,0,0,IT,medium,U09223
9224,0.49,0.86,4,246,2,0,0,0,product_mng,medium,U09224
9225,0.57,0.98,3,171,3,0,0,0,product_mng,medium,U09225
9226,0.3,0.66,3,198,2,0,0,0,product_mng,medium,U09226
9227,0.17,0.81,5,280,4,0,0,0,product_mng,medium,U09227
9228,0.91,0.49,3,267,3,0,0,0,IT,medium,U09228
9229,0.83,0.91,3,251,2,0,0,0,RandD,medium,U09229
9230,0.87,0.76,5,182,3,0,0,0,RandD,medium,U09230
9231,0.71,0.8,4,157,3,0,0,0,RandD,medium,U09231
9232,0.88,0.5,3,206,2,0,0,0,RandD,medium,U09232
9233,0.63,0.94,3,237,3,1,0,0,RandD,medium,U09233
9234,0.99,0.58,2,166,3,0,0,0,marketing,medium,U09234
9235,0.99,0.81,4,229,2,1,0,0,sales,medium,U09235
9236,0.77,0.53,5,256,3,0,0,0,accounting,medium,U09236
9237,0.64,0.69,5,114,6,0,0,0,support,medium,U09237
9238,0.61,1,5,243,2,0,0,0,technical,medium,U09238
9239,0.37,0.82,3,199,5,0,0,0,management,medium,U09239
9240,0.19,1,4,188,4,1,0,0,marketing,medium,U09240
9241,0.96,0.87,4,187,2,0,0,0,marketing,medium,U09241
9242,0.8,0.62,4,216,2,0,0,0,marketing,medium,U09242
9243,0.14,0.63,6,215,5,0,0,0,sales,low,U09243
9244,0.15,0.69,6,213,6,0,0,0,sales,low,U09244
9245,0.52,0.82,4,198,4,0,0,0,sales,low,U09245
9246,0.27,0.55,5,121,3,1,0,0,sales,low,U09246
9247,0.97,0.96,3,212,3,0,0,0,sales,low,U09247
9248,0.52,0.93,2,271,3,0,0,0,sales,low,U09248
9249,0.98,0.89,3,186,2,0,0,0,sales,low,U09249
9250,0.96,0.95,4,265,2,0,0,0,sales,low,U09250
9251,0.28,0.92,3,151,3,0,0,0,sales,low,U09251
9252,0.65,0.55,5,206,3,0,0,0,sales,low,U09252
9253,0.59,0.63,4,153,3,1,0,0,sales,low,U09253
9254,0.64,0.48,4,267,2,1,0,0,sales,low,U09254
9255,0.71,0.48,3,161,3,0,0,0,sales,low,U09255
9256,0.83,0.84,2,149,3,0,0,0,sales,low,U09256
9257,0.95,0.94,2,269,4,1,0,0,sales,low,U09257
9258,0.73,0.49,3,248,3,0,0,0,sales,low,U09258
9259,0.81,0.75,4,243,2,0,0,0,sales,low,U09259
9260,0.71,0.44,2,207,4,0,0,0,sales,low,U09260
9261,0.8,0.56,6,111,6,0,0,0,sales,low,U09261
9262,0.85,0.53,3,226,2,0,0,0,accounting,low,U09262
9263,0.41,0.7,2,151,3,1,0,0,accounting,low,U09263
9264,0.51,0.84,4,224,2,0,0,0,accounting,medium,U09264
9265,0.49,0.57,4,146,4,0,0,0,hr,medium,U09265
9266,0.76,0.55,4,163,2,1,0,0,hr,medium,U09266
9267,0.57,0.69,4,255,3,0,0,0,hr,medium,U09267
9268,0.54,0.48,6,196,2,0,0,0,hr,medium,U09268
9269,0.68,0.74,3,227,2,0,0,0,technical,medium,U09269
9270,0.7,0.5,3,251,2,0,0,0,technical,medium,U09270
9271,0.77,0.87,4,209,3,0,0,0,technical,medium,U09271
9272,0.95,0.51,3,254,4,0,0,0,technical,medium,U09272
9273,0.5,0.64,3,249,2,1,0,0,technical,low,U09273
9274,0.99,0.53,4,131,3,1,0,0,technical,low,U09274
9275,0.94,0.51,5,142,2,0,0,0,technical,low,U09275
9276,0.83,0.66,3,239,3,0,0,0,technical,low,U09276
9277,0.64,0.81,3,225,3,1,0,0,technical,low,U09277
9278,0.16,0.73,6,170,3,0,0,0,technical,low,U09278
9279,0.83,0.71,3,254,2,0,0,0,technical,low,U09279
9280,0.93,0.73,4,156,2,0,0,0,support,low,U09280
9281,0.32,0.64,3,151,3,0,0,0,support,low,U09281
9282,0.12,0.9,3,200,3,0,0,0,support,low,U09282
9283,0.5,0.5,3,184,3,1,0,0,support,low,U09283
9284,0.57,0.74,3,257,2,0,0,0,support,low,U09284
9285,0.25,0.75,5,194,5,1,0,0,support,low,U09285
9286,0.98,0.56,3,139,2,1,0,0,support,low,U09286
9287,0.81,0.51,3,273,2,1,0,0,support,low,U09287
9288,0.94,0.63,5,261,3,0,0,0,support,low,U09288
9289,0.83,0.57,3,135,3,1,0,0,support,low,U09289
9290,0.77,0.4,4,207,5,0,0,0,support,low,U09290
9291,0.57,0.65,4,265,3,0,0,0,technical,low,U09291
9292,0.18,0.96,5,208,6,0,0,0,technical,medium,U09292
9293,0.67,0.71,4,159,2,1,0,0,technical,medium,U09293
9294,0.35,0.47,4,151,6,0,0,0,management,medium,U09294
9295,0.78,0.44,3,97,4,0,0,0,IT,medium,U09295
9296,0.72,0.79,4,154,3,0,0,0,IT,medium,U09296
9297,0.9,0.58,3,264,3,0,0,0,IT,medium,U09297
9298,0.58,0.49,3,135,2,0,0,0,IT,medium,U09298
9299,0.64,0.56,3,238,2,0,0,0,IT,medium,U09299
9300,0.91,0.79,4,166,3,0,0,0,product_mng,medium,U09300
9301,0.59,0.51,3,156,3,0,0,0,product_mng,medium,U09301
9302,0.76,0.8,3,202,3,0,0,0,product_mng,medium,U09302
9303,0.76,0.85,3,204,2,1,0,0,product_mng,medium,U09303
9304,0.51,0.69,3,135,3,0,0,0,IT,medium,U09304
9305,0.54,0.55,4,252,3,0,0,0,RandD,medium,U09305
9306,0.67,0.93,5,254,3,1,0,0,RandD,medium,U09306
9307,0.68,0.44,5,165,3,0,0,0,RandD,medium,U09307
9308,0.97,0.58,3,200,2,0,0,0,RandD,medium,U09308
9309,0.5,0.74,3,155,3,0,0,0,RandD,medium,U09309
9310,0.81,0.52,3,162,3,0,0,0,marketing,medium,U09310
9311,0.77,0.73,4,159,3,1,0,0,sales,medium,U09311
9312,0.59,0.75,4,266,3,0,0,0,accounting,medium,U09312
9313,1,0.96,4,155,3,0,0,0,support,medium,U09313
9314,0.74,0.95,5,170,4,0,0,0,technical,medium,U09314
9315,0.91,0.52,4,172,4,1,0,0,management,high,U09315
9316,0.77,0.65,3,187,3,0,0,0,marketing,low,U09316
9317,0.79,0.98,4,185,2,0,0,0,marketing,medium,U09317
9318,0.82,0.51,5,232,3,0,0,0,marketing,medium,U09318
9319,0.89,0.96,5,260,3,0,0,0,sales,low,U09319
9320,0.83,0.62,4,218,3,0,0,0,sales,low,U09320
9321,0.72,0.7,4,217,3,0,0,0,sales,low,U09321
9322,0.7,0.74,3,212,3,0,0,0,sales,low,U09322
9323,1,0.89,3,189,3,0,0,0,sales,low,U09323
9324,0.57,0.66,4,158,2,0,0,0,sales,low,U09324
9325,0.55,0.54,5,168,2,0,0,0,sales,low,U09325
9326,0.47,0.7,4,134,3,0,0,0,sales,low,U09326
9327,0.95,0.77,4,213,3,1,0,0,sales,low,U09327
9328,0.29,0.57,5,149,3,0,0,0,sales,low,U09328
9329,0.71,0.5,3,201,2,0,0,0,sales,low,U09329
9330,0.89,0.68,4,146,3,0,0,0,sales,low,U09330
9331,0.81,0.97,4,212,2,0,0,0,sales,low,U09331
9332,0.72,0.64,4,140,2,0,0,0,sales,low,U09332
9333,1,0.85,4,156,3,0,0,0,sales,low,U09333
9334,0.79,0.49,4,163,3,0,0,0,sales,high,U09334
9335,0.69,0.84,3,154,2,0,0,0,sales,low,U09335
9336,0.97,0.66,4,218,3,0,0,0,sales,high,U09336
9337,0.61,0.59,3,157,2,0,0,0,sales,high,U09337
9338,0.71,0.89,3,222,3,0,0,0,accounting,low,U09338
9339,0.96,0.76,4,152,3,1,0,0,accounting,low,U09339
9340,0.77,0.73,5,263,2,0,0,0,accounting,high,U09340
9341,0.57,0.99,3,231,3,0,0,0,hr,low,U09341
9342,0.92,0.76,4,258,2,0,0,0,hr,medium,U09342
9343,0.99,0.92,5,213,2,0,0,0,hr,high,U09343
9344,0.86,0.73,3,159,3,0,0,0,hr,medium,U09344
9345,0.78,0.66,4,156,3,1,0,0,technical,low,U09345
9346,0.85,0.66,3,235,3,0,0,0,technical,low,U09346
9347,0.38,0.6,4,190,2,0,0,0,technical,low,U09347
9348,0.63,0.93,4,238,2,0,0,0,technical,low,U09348
9349,0.66,0.72,4,137,3,0,0,0,technical,low,U09349
9350,0.19,0.79,5,171,3,1,0,0,technical,low,U09350
9351,0.63,0.59,4,249,2,0,0,0,technical,low,U09351
9352,0.32,0.74,6,205,3,0,0,0,technical,low,U09352
9353,0.73,0.55,3,149,3,0,0,0,technical,low,U09353
9354,0.75,0.89,4,139,3,0,0,0,technical,low,U09354
9355,0.7,0.66,4,168,3,0,0,0,technical,low,U09355
9356,0.77,0.61,4,181,2,0,0,0,support,low,U09356
9357,0.83,0.8,4,150,3,0,0,0,support,low,U09357
9358,0.75,0.49,4,246,3,0,0,0,support,low,U09358
9359,0.97,0.54,3,271,3,0,0,0,support,medium,U09359
9360,0.75,0.55,5,204,3,0,0,0,support,low,U09360
9361,0.66,0.84,3,170,4,0,0,0,support,low,U09361
9362,0.56,0.49,3,208,3,0,0,0,support,low,U09362
9363,0.77,0.98,2,226,3,0,0,0,support,low,U09363
9364,0.82,0.81,3,149,3,0,0,0,support,low,U09364
9365,0.85,0.59,2,264,2,0,0,0,support,low,U09365
9366,0.49,0.79,5,177,2,0,0,0,support,low,U09366
9367,0.24,0.87,4,262,3,0,0,0,technical,low,U09367
9368,0.32,0.74,3,211,3,0,0,0,technical,low,U09368
9369,0.77,0.51,4,141,3,1,0,0,technical,low,U09369
9370,0.77,0.83,5,197,4,0,0,0,management,high,U09370
9371,0.93,0.87,3,154,3,1,0,0,IT,low,U09371
9372,0.22,0.74,5,178,5,0,0,0,IT,low,U09372
9373,0.24,0.89,5,169,4,0,0,0,IT,low,U09373
9374,0.99,0.99,3,228,4,0,0,0,IT,low,U09374
9375,0.61,0.5,3,231,3,0,0,0,IT,high,U09375
9376,0.6,0.91,4,185,3,1,0,0,product_mng,low,U09376
9377,0.79,0.7,3,195,2,0,0,0,product_mng,low,U09377
9378,0.94,0.62,3,147,3,0,0,0,product_mng,low,U09378
9379,0.18,0.85,5,192,3,0,0,0,product_mng,high,U09379
9380,0.51,0.73,5,241,3,0,0,0,IT,low,U09380
9381,0.55,0.92,3,151,3,0,0,0,RandD,medium,U09381
9382,0.73,0.74,3,221,3,0,0,0,RandD,high,U09382
9383,0.41,0.63,5,263,3,0,0,0,RandD,medium,U09383
9384,0.88,0.66,3,178,3,0,0,0,RandD,high,U09384
9385,0.23,0.56,5,169,5,0,0,0,RandD,medium,U09385
9386,0.78,0.56,3,271,4,0,0,0,marketing,medium,U09386
9387,0.34,0.69,3,155,3,0,0,0,marketing,medium,U09387
9388,0.51,0.41,2,164,4,0,0,0,sales,medium,U09388
9389,0.8,0.86,3,226,2,0,0,0,accounting,medium,U09389
9390,0.66,0.57,4,220,2,1,0,0,support,medium,U09390
9391,0.62,0.63,5,153,6,0,0,0,technical,medium,U09391
9392,0.5,0.97,2,252,4,0,0,0,management,medium,U09392
9393,0.96,0.94,3,182,3,0,0,0,marketing,high,U09393
9394,0.5,0.84,3,150,2,0,0,0,marketing,low,U09394
9395,0.73,0.69,6,273,4,1,0,0,marketing,medium,U09395
9396,0.47,0.39,6,215,5,0,0,0,sales,medium,U09396
9397,0.49,0.83,3,172,2,0,0,0,sales,medium,U09397
9398,0.92,0.62,3,264,2,0,0,0,sales,medium,U09398
9399,0.24,0.39,5,158,2,0,0,0,sales,medium,U09399
9400,0.61,0.58,4,142,4,0,0,0,sales,medium,U09400
9401,0.83,0.89,4,137,3,0,0,0,sales,medium,U09401
9402,0.88,0.66,4,275,3,0,0,0,sales,medium,U09402
9403,0.61,0.55,3,245,3,0,0,0,sales,medium,U09403
9404,0.68,0.54,4,165,4,0,0,0,sales,high,U09404
9405,0.51,0.7,4,142,4,1,0,0,sales,low,U09405
9406,0.88,0.58,4,215,2,0,0,0,sales,low,U09406
9407,0.94,0.84,5,240,3,0,0,0,sales,low,U09407
9408,0.58,0.88,4,255,3,0,0,0,sales,high,U09408
9409,0.63,0.98,4,265,3,0,0,0,sales,low,U09409
9410,0.81,0.49,4,285,4,0,0,0,sales,low,U09410
9411,0.61,0.86,3,238,2,0,0,0,sales,low,U09411
9412,0.65,0.63,3,137,3,0,0,0,sales,high,U09412
9413,0.67,0.63,3,270,5,0,0,0,sales,low,U09413
9414,0.64,0.62,4,145,3,1,0,0,sales,low,U09414
9415,0.25,0.76,6,182,3,0,0,0,accounting,low,U09415
9416,0.13,0.62,3,264,6,0,0,0,accounting,low,U09416
9417,0.14,0.89,3,212,6,0,0,0,accounting,low,U09417
9418,0.74,0.51,5,198,3,0,0,0,hr,low,U09418
9419,0.8,0.81,5,200,3,0,0,0,hr,low,U09419
9420,0.5,0.56,3,263,4,0,0,0,hr,medium,U09420
9421,0.69,0.75,4,249,4,0,0,0,hr,medium,U09421
9422,0.91,0.53,4,212,3,0,0,0,technical,low,U09422
9423,0.8,0.51,3,159,3,0,0,0,technical,low,U09423
9424,0.93,0.52,3,181,3,0,0,0,technical,low,U09424
9425,0.57,0.99,3,100,4,1,0,0,technical,low,U09425
9426,0.51,0.58,2,218,2,1,0,0,technical,low,U09426
9427,0.98,0.54,4,178,3,0,0,0,technical,low,U09427
9428,0.85,0.83,4,219,3,0,0,0,technical,low,U09428
9429,0.73,0.56,5,239,3,0,0,0,technical,low,U09429
9430,0.97,0.9,3,255,2,0,0,0,technical,low,U09430
9431,0.52,0.61,4,163,2,0,0,0,technical,low,U09431
9432,0.31,0.38,3,173,2,0,0,0,technical,low,U09432
9433,0.49,0.77,3,147,3,0,0,0,support,low,U09433
9434,0.81,0.44,4,166,4,1,0,0,support,low,U09434
9435,0.52,0.8,5,209,2,0,0,0,support,low,U09435
9436,0.69,0.56,5,271,3,0,0,0,support,low,U09436
9437,0.7,0.74,3,253,4,1,0,0,support,low,U09437
9438,0.65,0.85,4,233,2,0,0,0,support,low,U09438
9439,0.54,0.71,2,194,2,0,0,0,support,low,U09439
9440,0.57,0.49,2,237,2,0,0,0,support,low,U09440
9441,0.78,0.9,4,238,2,0,0,0,support,low,U09441
9442,0.99,0.92,4,212,3,0,0,0,support,low,U09442
9443,0.57,0.83,5,189,3,0,0,0,support,low,U09443
9444,0.33,0.58,3,115,3,0,0,0,technical,low,U09444
9445,0.97,0.58,4,159,3,0,0,0,technical,low,U09445
9446,0.95,0.58,5,133,3,0,0,0,technical,low,U09446
9447,0.69,0.83,5,225,3,0,0,0,management,low,U09447
9448,0.97,0.91,2,112,5,0,0,0,IT,low,U09448
9449,0.4,0.59,3,111,4,1,0,0,IT,low,U09449
9450,0.67,0.71,4,178,6,0,0,0,IT,low,U09450
9451,0.96,0.58,5,178,3,0,0,0,IT,low,U09451
9452,0.49,0.95,2,181,4,1,0,0,IT,low,U09452
9453,0.56,0.66,3,139,2,0,0,0,product_mng,low,U09453
9454,0.99,0.78,2,177,4,0,0,0,product_mng,low,U09454
9455,0.49,0.88,4,270,3,0,0,0,product_mng,low,U09455
9456,0.53,0.69,4,135,3,0,0,0,product_mng,low,U09456
9457,0.75,0.5,4,166,4,0,0,0,IT,low,U09457
9458,0.51,0.89,3,230,4,0,0,0,marketing,low,U09458
9459,0.65,0.9,3,163,3,1,0,0,marketing,medium,U09459
9460,0.45,0.66,2,236,3,0,0,0,marketing,medium,U09460
9461,0.98,0.91,3,264,4,1,0,0,marketing,medium,U09461
9462,0.9,0.74,3,185,2,0,0,0,marketing,medium,U09462
9463,0.37,0.62,4,253,2,0,0,0,marketing,medium,U09463
9464,0.52,0.99,4,253,3,0,0,0,marketing,medium,U09464
9465,0.96,0.78,3,135,3,0,0,0,sales,medium,U09465
9466,0.99,0.7,2,182,4,0,0,0,accounting,medium,U09466
9467,0.66,0.56,5,202,3,0,0,0,support,medium,U09467
9468,0.84,0.54,5,186,2,0,0,0,technical,medium,U09468
9469,0.16,0.87,5,163,3,0,0,0,management,medium,U09469
9470,0.75,0.59,3,242,3,0,0,0,marketing,medium,U09470
9471,0.52,0.74,3,160,2,0,0,0,marketing,high,U09471
9472,0.86,0.86,3,173,3,0,0,0,marketing,low,U09472
9473,0.75,0.53,3,154,2,0,0,0,sales,medium,U09473
9474,0.73,0.99,3,160,3,0,0,0,sales,medium,U09474
9475,0.98,0.84,3,139,2,0,0,0,sales,medium,U09475
9476,0.8,0.84,3,251,3,0,0,0,sales,medium,U09476
9477,0.18,0.48,4,176,4,1,0,0,sales,low,U09477
9478,0.37,0.72,2,163,3,0,0,0,sales,low,U09478
9479,0.97,0.86,3,257,4,0,0,0,sales,low,U09479
9480,0.56,0.68,4,159,3,0,0,0,sales,low,U09480
9481,0.32,0.65,2,183,3,0,0,0,sales,low,U09481
9482,0.63,0.88,4,260,2,0,0,0,sales,low,U09482
9483,0.36,0.78,6,151,3,0,0,0,sales,low,U09483
9484,0.75,0.49,4,246,3,1,0,0,sales,low,U09484
